model,file,correct-label,pred-label,certainty
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/lacy.mp3,Real,Fake,0.006993074901401997
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Doja Cat - Acknowledge Me (Lyrics).mp3,Real,Fake,0.0001405831571901217
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Coldplay - Every Teardrop Is a Waterfall (Official Video).mp3,Real,Real,0.9998986721038818
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Chris Brown - Residuals (Lyrics).mp3,Real,Real,0.9999994039535522
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Tate McRae - stupid (Official Video).mp3,Real,Real,0.9402761459350586
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/East Of The Massanutten.mp3,Real,Real,0.9979572296142578
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Drake - Best I Ever Had (Lyrics).mp3,Real,Real,0.9104452133178711
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/BLACKPINK - 'Lovesick Girls' M⧸V.mp3,Real,Real,0.999854564666748
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Michael Jackson – Leave Me Alone Lyrics.mp3,Real,Real,0.9960126876831055
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Travis Scott - MAFIA - Lyrics.mp3,Real,Real,0.885398805141449
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/The Weeknd & Ariana Grande – Save Your Tears (Live on The 2021 iHeart Radio Music Awards).mp3,Real,Fake,0.0014402192318812013
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Eminem - Rap God (Lyrics).mp3,Real,Fake,0.0016161104431375861
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Eminem - The Monster (Lyrics) ft. Rihanna.mp3,Real,Fake,0.002064654603600502
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Kiwi - Harry Styles (Lyrics).mp3,Real,Fake,1.3733506420976482e-06
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Justin Bieber - As Long As You Love Me ft. Big Sean.mp3,Real,Real,0.9999573230743408
whisper_specrnet,"/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Beyoncé - Formation (Live Performance Renaissance World Tour - Spain, Barcelona 2023)..mp3",Real,Fake,4.5967274786562484e-07
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/WHAT A FEELING (WHAT A FEELING).mp3,Real,Real,0.9975166320800781
whisper_specrnet,"/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Beyoncé - Love On Top (Live Performance Renaissance World Tour - Spain, Barcelona 2023)..mp3",Real,Fake,7.79114941451553e-07
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/fake smile ｜｜ Ariana Grande Lyrics.mp3,Real,Real,0.9999781847000122
whisper_specrnet,"/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Beyoncé - Pure⧸Honey (Live Performance Renaissance World Tour - Spain, Barcelona 2023)..mp3",Real,Fake,0.010146456770598888
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Post Malone - Better Now (Lyrics⧸Lyric Video).mp3,Real,Real,0.9997099041938782
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Horses & Hellcats.mp3,Real,Real,0.611054539680481
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Drake - The Motto ft. Lil Wayne (Lyrics).mp3,Real,Fake,0.0001452435681130737
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Taylor Swift - Stay Beautiful (Lyrics).mp3,Real,Real,0.9968504309654236
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Bob Dylan - The Times They Are A-Changin' (Official Audio).mp3,Real,Fake,0.029758241027593613
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Zach Bryan - Pink Skies.mp3,Real,Real,0.9999474287033081
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Drake - Emotionless ft. Mariah Carey (Lyrics).mp3,Real,Fake,0.08509305119514465
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Drake - Pound Cake ⧸ Paris Morton Music 2 ft. Jay-Z & Timbaland (Lyrics).mp3,Real,Fake,0.0259099043905735
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/BTS (방탄소년단) 'Butter' Official MV.mp3,Real,Fake,0.1327180713415146
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Ed Sheeran - Shape of You (Official Music Video).mp3,Real,Real,0.9999536275863647
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Doja Cat - Addiction (sped up + reverb) lyrics.mp3,Real,Fake,0.07468660920858383
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Taylor Swift - Tim McGraw (Lyrics).mp3,Real,Real,0.9970585107803345
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/Fireflies - Owl City (taylor's version).mp3,Fake,Real,0.31692207008600237
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/My all - Beyoncé cover.mp3,Fake,Real,0.2587297439575195
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/Dead By April - Carry Me Instrumental Cover.mp3,Fake,Fake,0.048531746864318846
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/The Weeknd - Borderline (AI Cover).mp3,Fake,Fake,0.10003080368041992
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/GOKU - SINGING CUPID ( COVER AI ).mp3,Fake,Real,0.45
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/Nothing’s gonna change my love for you … [ Justin Bieber AI cover ] + ｜lyric + vietsub｜.mp3,Fake,Real,0.45
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/Dancing Queen - ABBA COVER SONG.mp3,Fake,Fake,0.09283015727996827
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/Call Out My Name - Ariana Grande (AI cover) TheWeeknd.mp3,Fake,Real,0.45
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/The Arrival Of (AI) in 2024 ⧸ A Musician's Perspective.mp3,Fake,Real,0.0744248867034912
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/Belinda - Spiritual (AI cover Katy Perry).mp3,Fake,Fake,0.4346299648284912
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/JENNIE - SOLO (The Weeknd AI Cover).mp3,Fake,Real,0.1811829090118408
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/I Found A Way - Drake Bell and Ariana Grande AI Cover.mp3,Fake,Fake,0.0025662660598754885
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/There I was again tonight - COVER SONG BY AI.mp3,Fake,Real,0.2900661289691925
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/Walk around the world - COVER SONG BY AI.mp3,Fake,Real,0.31150403469800947
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/Style - Taylor Swift ft. Harry Styles (AI)(Lyrics Video).mp3,Fake,Real,0.06638979911804199
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/Wuthering heights⧸Dizzy ai cover.mp3,Fake,Real,0.41984584331512453
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/If Only - Taylor Swift Ai Cover.mp3,Fake,Fake,0.0708312749862671
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/Please Don't Go by KC & The Sunshine Band (AI Cover).mp3,Fake,Real,0.24551954865455627
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/Ariana Grande Ai - Bad Habits by Ed Sheeran.mp3,Fake,Real,0.25409895181655884
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/The Weeknd - Take On Me (Ai Cover).mp3,Fake,Real,0.03112337589263916
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/La Carretera - Taylor Swift' IA ⧸⧸ letra español.mp3,Fake,Real,0.35166139602661134
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/Banger AI Cover #2.mp3,Fake,Real,0.19673322439193724
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/Taylor Swift & Post Malone - Fortnight (lyrics).mp3,Fake,Real,0.3641828179359436
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/A.I. The Weeknd - Under Control  [A.I. Voice Conversion].mp3,Fake,Fake,0.015932726860046386
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/Drake & Ariana Grande - Teenage Fever (AI COVER).mp3,Fake,Fake,0.05397288799285889
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/Banger AI Cover #3.mp3,Fake,Fake,0.35708012580871584
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/The Bublic Gamer Gang Sings “Backpack Is a Little Bear” (ft. Starfall) (Ai Cover).mp3,Fake,Real,0.13820847272872924
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/Before You Go by Lewis Capaldi (AI Cover).mp3,Fake,Real,0.2207947313785553
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/Taylor Swift - The Hills (A.I. Cover).mp3,Fake,Real,0.13951478004455567
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/fake/Harpy Hare - COVER SONG BY AI.mp3,Fake,Real,0.062081122398376466
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Coldplay - Fix You (Official Video).mp3,Real,Fake,0.059191203117370604
rawgat,"/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Drake - Buried Alive Interlude, Pt. 2 (Lyrics).mp3",Real,Fake,0.12573466300964356
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Drake & Future - Big Rings (Lyrics).mp3,Real,Real,0.45
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Post Malone - Euthanasia (Lyrics).mp3,Real,Real,0.11499536037445068
rawgat,"/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Yesterday (With Spoken Word Intro ⧸ Live From Studio 50, New York City ⧸ 1965).mp3",Real,Real,0.2357947826385498
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Hozier - In A Week (Lyrics).mp3,Real,Real,0.2159542441368103
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Beyoncé - Dangerously In Love (Live in Toronto -  Renaissance World Tour 20230708).mp3,Real,Real,0.45
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Justin Bieber - Company.mp3,Real,Fake,0.16122016906738282
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Dua Lipa - Training Season (Official Music Video).mp3,Real,Real,0.04631884098052978
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/traitor.mp3,Real,Fake,0.021358489990234375
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Ed Sheeran - Bad Habits [Official Video].mp3,Real,Real,0.032137942314147946
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/lacy.mp3,Real,Fake,0.13173213005065917
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Doja Cat - Acknowledge Me (Lyrics).mp3,Real,Real,0.26502302289009094
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Coldplay - Every Teardrop Is a Waterfall (Official Video).mp3,Real,Real,0.08270633220672607
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Chris Brown - Residuals (Lyrics).mp3,Real,Real,0.026813697814941407
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Tate McRae - stupid (Official Video).mp3,Real,Real,0.11514217853546142
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/East Of The Massanutten.mp3,Real,Fake,0.060514974594116214
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Drake - Best I Ever Had (Lyrics).mp3,Real,Real,0.45
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/BLACKPINK - 'Lovesick Girls' M⧸V.mp3,Real,Fake,0.25851049423217776
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Michael Jackson – Leave Me Alone Lyrics.mp3,Real,Real,0.07853231430053711
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Travis Scott - MAFIA - Lyrics.mp3,Real,Fake,0.14134325981140136
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/The Weeknd & Ariana Grande – Save Your Tears (Live on The 2021 iHeart Radio Music Awards).mp3,Real,Fake,0.02672567367553711
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Eminem - Rap God (Lyrics).mp3,Real,Real,0.027110934257507324
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Eminem - The Monster (Lyrics) ft. Rihanna.mp3,Real,Fake,0.07263057231903076
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Kiwi - Harry Styles (Lyrics).mp3,Real,Fake,0.07535083293914795
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/soundscape-dataset/eval/bonafide/Justin Bieber - As Long As You Love Me ft. Big Sean.mp3,Real,Fake,0.0499129056930542
